BASE_DE,BASE_YEAR,BASE_MT,BASE_DAY,CTPRVN_CD,CTPRVN_NM,KLEA_VIEWNG_NMPR_CO,KBO_VIEWNG_NMPR_CO,KBL_VIEWNG_NMPR_CO,WKBL_VIEWNG_NMPR_CO,KOVO_VIEWNG_NMPR_CO,SPORTS_VIEWNG_NMPR_CO,KLEA_MATCH_CO,KBO_MATCH_CO,KBL_MATCH_CO,WKBL_MATCH_CO,KOVO_MATCH_CO,SPORTS_MATCH_CO,COLCT_DE,UPDT_DE
"2025"0502,"2025",05,02,26,부산,0.00000,68007.00000,0.00000,0.00000,0.00000,68007.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0502,"2025",05,02,27,대구,0.00000,72000.00000,0.00000,0.00000,0.00000,72000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0502,"2025",05,02,11,서울,0.00000,71250.00000,0.00000,0.00000,0.00000,71250.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0502,"2025",05,02,41,경기,0.00000,36825.00000,0.00000,0.00000,0.00000,36825.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0503,"2025",05,03,26,부산,0.00000,68007.00000,0.00000,0.00000,0.00000,68007.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0503,"2025",05,03,27,대구,11325.00000,72000.00000,0.00000,0.00000,0.00000,83325.00000,1,3,0,0,0,4,"20250715","20250715"
"2025"0503,"2025",05,03,11,서울,0.00000,71250.00000,0.00000,0.00000,0.00000,71250.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0503,"2025",05,03,41,경기,0.00000,45630.00000,0.00000,0.00000,0.00000,45630.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0504,"2025",05,04,29,광주,0.00000,61500.00000,0.00000,0.00000,0.00000,61500.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0504,"2025",05,04,26,부산,3240.00000,68007.00000,0.00000,0.00000,0.00000,71247.00000,1,3,0,0,0,4,"20250715","20250715"
"2025"0504,"2025",05,04,27,대구,0.00000,72000.00000,0.00000,0.00000,0.00000,72000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0504,"2025",05,04,11,서울,0.00000,71250.00000,0.00000,0.00000,0.00000,71250.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0504,"2025",05,04,41,경기,9695.00000,45480.00000,0.00000,0.00000,0.00000,55175.00000,4,3,0,0,0,7,"20250715","20250715"
"2025"0505,"2025",05,05,11,서울,0.00000,119250.00000,5236.00000,0.00000,0.00000,124486.00000,0,6,1,0,0,7,"20250715","20250715"
"2025"0505,"2025",05,05,41,경기,0.00000,36045.00000,0.00000,0.00000,0.00000,36045.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0505,"2025",05,05,26,부산,0.00000,68007.00000,0.00000,0.00000,0.00000,68007.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0505,"2025",05,05,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0506,"2025",05,06,11,서울,0.00000,119250.00000,0.00000,0.00000,0.00000,119250.00000,0,6,0,0,0,6,"20250715","20250715"
"2025"0506,"2025",05,06,41,경기,13217.00000,29229.00000,0.00000,0.00000,0.00000,42446.00000,2,3,0,0,0,5,"20250715","20250715"
"2025"0506,"2025",05,06,26,부산,0.00000,68007.00000,0.00000,0.00000,0.00000,68007.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0506,"2025",05,06,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0507,"2025",05,07,11,서울,0.00000,119250.00000,5224.00000,0.00000,0.00000,124474.00000,0,6,1,0,0,7,"20250715","20250715"
"2025"0507,"2025",05,07,41,경기,0.00000,10794.00000,0.00000,0.00000,0.00000,10794.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0507,"2025",05,07,26,부산,0.00000,68007.00000,0.00000,0.00000,0.00000,68007.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0507,"2025",05,07,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0509,"2025",05,09,11,서울,0.00000,48000.00000,0.00000,0.00000,0.00000,48000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0510,"2025",05,10,11,서울,2408.00000,108618.00000,0.00000,0.00000,0.00000,111026.00000,1,6,0,0,0,7,"20250715","20250715"
